Time,Name/Nickname,Gender,Age,Maximum rating in Dota,Current Dota rating,Number of Hours ingame (atleast approximate),How many games do you play per week on average?,My mood worsens if I don't play Dota 2 for a long time,I spend almost all my free time on Dota 2,I often play more than I need to because I can't stop (register a new game),"When I play Dota, I'm completely focused on it (I don't play ""for fun"")",Every week/month I spend more time in Dota than before,"I often regist the next game despite discomfort (I can play hungry, sleepy, not feeling well, etc.)",I don't tell family/friends about the number of hours I spend in Dota,Dota lets me forget about stress and life problems irl,"Due to the number of hours spent in the game, I study / work / perform other tasks worse",Every game in DotA I play to win.,"I often play DotA pho fan - I'm interested in the process of the game itself (I try different builds, new heroes, bundles, etc.)","If my teammates frankly ruin the game, I can ruin them in response",I can pour out of the game / get into the amulet if something goes wrong,I have a specific goal - to upgrade the birds (for example: get 6k mmr or a medal of the lord / devine / titan),I play dota to win,"In DotA, too much depends not on me and my game","If I lose, then this is most often due to the bad game of teammates","If I had a strong team in every game, I would almost never lose",My possible pts is much bigger than my actual one,I have been sitting on the same rating for a long time without any visible progress,I often lose my desire to play when my teammates play badly,"MMR is just a number, it does not show the player's real skill","Write down the three heroes that you have played the most games on, the number and win rate on these heroes (for example: Pudge, 152 games, 56%):"
2021/11/08 4:03:56 PM GMT+3,Lida,?,15,250,210,650,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,5,4,3,2,2,5,5,2,2,2,1,1,2,3,3,4,1,3,2,4,"??? ?? ?????? ????? ????????. ????????, ??-?? ???? ??? ? ?????? ????????? ? 80 ?????? ? ????. ?? ? ??? ????? ?? ??????? ?????? (????? 50 ?? ??? ????, ???? ??????) (60%), ?? ?? ????? ??? 40 (57%) ?? ? ????? ?????????? ?????. ? ?????? ? ??? ??????? ?????????? ? ?????????. ??? ????? ??????? ?????????? ???, ?? ? ?? ????. ?????? ?????? ???????."
2021/11/08 4:04:08 PM GMT+3,vimiuyn,?,17,5200,5200,9000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,2,2,5,1,1,5,5,1,5,1,1,2,4,5,5,2,4,3,1,5,2,"?????? 500-600 55% ; ?? 400  57% , ??? 300 62%"
2021/11/08 4:04:15 PM GMT+3,GulGulu,?,18,5030,4770,6124,11-20 ??? (????? ?????? ???? ?? ????????? ???),5,3,1,3,1,3,2,5,5,5,2,1,1,5,5,4,2,3,1,5,1,3,"Pudge, 270 ???, 59% . Morphling 184 ????, 50.5% ,Monkey king 162 ????, 56%"
2021/11/08 4:04:22 PM GMT+3,?????,?,23,6?,5800,"???????? 6,5?",20-30 ??? (?????? ???? ?? ????????? ???),3,5,1,4,5,1,1,5,5,4,1,5,2,5,4,5,3,4,1,1,5,2,"Crystal Maiden, 1125 ???, 55,5%. Dazzle, 475 ???,  59.4%. Jakiro, 439 ???, 58.1%"
2021/11/08 4:04:31 PM GMT+3,haijesasaki,?,17,1000,730,500,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,5,4,4,5,5,5,5,2,5,2,1,2,5,5,3,2,2,3,4,4,3,Storm Spirit ( 130 ??? 69% ) Monkey King ( 80 ??? 63% ) Morphling ( 250 ??? 70% )
2021/11/08 4:04:31 PM GMT+3,??????? ????????,?,21,2400,2360,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,1,4,1,2,1,1,1,4,3,1,1,1,3,3,3,3,2,5,2,3,"Crystal Maiden, 282 ????, 54,6%; Snapfire 205 ???? 51,71%; Vengeful Spirit, 173 ????, 51,45%"
2021/11/08 4:04:41 PM GMT+3,SID,?,19,1800,1750,910,20-30 ??? (?????? ???? ?? ????????? ???),3,4,3,4,3,2,5,4,4,4,1,1,2,5,5,1,3,2,2,1,3,1,"Jakiro 130 ???, 56%
Hoodwink 38 ???, 64%
Wyvern, snapfire, rubick ~30 ???, 56%"
2021/11/08 4:04:42 PM GMT+3,??????,?,29,1000,1000,1000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,3,4,1,2,5,3,2,3,3,4,2,1,5,3,2,3,4,3,4,1,"????,150 ???,59%,????,100 ???,58%,????,300 ???,59 %"
2021/11/08 4:04:42 PM GMT+3,Freedom,?,20,1000,700,1800,6-10 ??? (???? ???? ? ?????? ?????????-????),3,2,1,4,1,3,1,4,2,4,2,1,1,2,3,2,1,4,3,4,1,2,"(????, 28 ???, 61%)
(?????, 22 ????, 63%)
(??????, 14 ???, 64%)"
2021/11/08 4:04:49 PM GMT+3,????,?,20,1500,1250,1000,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,2,2,1,2,2,4,4,2,5,5,2,1,2,3,2,4,4,3,3,3,1,"??????? 323 ????? 57,9% ?????, ?????? 109 ?????? 55% ?????, 
????? 82 ????? 59.8% ?????.
??????, ????? ? ????? ??????, ???? ???? ???????) ????? ?? 4 ? ????????, ??????? ?? ?????? ?? ??????? ????? ? ??? ?? ????????. "
2021/11/08 4:04:49 PM GMT+3, fobos,?,30,3900,1920,7000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,3,5,1,1,5,1,1,3,1,5,2,1,5,5,5,4,5,5,5,5,"Pudge 393 ???? 53,94%
?????? 58, 51%
???? 226 46,9%
???? 209 55%"
2021/11/08 4:04:55 PM GMT+3,Fry Way,?,22,4300,3400,7000,11-20 ??? (????? ?????? ???? ?? ????????? ???),5,3,4,3,2,2,3,4,2,4,3,3,2,4,4,4,4,4,4,5,5,1,https://ru.dotabuff.com/players/129032249
2021/11/08 4:04:56 PM GMT+3,??????,?,15,500,500,400,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,3,4,3,2,1,5,3,2,4,3,1,1,4,4,2,3,4,5,1,3,3,"windranger, 35 ???, 45%
??????? 20 ??? 60%
?????? 20 ??? 40%"
2021/11/08 4:04:56 PM GMT+3,????? ????,?,20,~2500,2000,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,1,3,1,2,5,3,3,3,4,2,4,3,3,2,2,4,1,5,2,2,"Monkey king (60 ??? - 53%)
Enigma (56 ??? - 75%)
Lion (47 ??? - 63%)"
2021/11/08 4:05:00 PM GMT+3,FodorBoss,?,19,6200,6200,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,1,4,4,1,3,1,1,4,2,5,2,5,4,1,2,2,1,1,4,2,"?????????, 600 ???, 64% . ??, 100 ???, 54%. ???????? , 103 ????, 62%"
2021/11/08 4:05:01 PM GMT+3,k1rich1,?,16,2600,1900,2000,?????? 30 ??? (?? ????? ???????? ?????? ????),3,5,5,3,5,5,5,5,5,5,2,2,1,5,5,3,3,5,3,5,4,3,"???????? 150 ??? 56%
???? ?????? 130 ??? 47%
???? 90 ??? 51%"
2021/11/08 4:05:39 PM GMT+3,UwU,?,18,1430,1280,1500,6-10 ??? (???? ???? ? ?????? ?????????-????),3,4,1,4,2,2,5,5,4,4,2,4,1,2,5,2,2,4,3,5,4,5,"???? 57 ???, 56,7%
???? 45 ???, 55,6%
??? 44 ????, 53,8%"
2021/11/08 4:05:47 PM GMT+3,brokhest,?,21,4540,4130,6000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,1,3,1,1,1,1,2,1,3,3,1,1,5,2,2,3,5,5,3,5,"????-?????? (???: 187 ??: 55,6%) ????????)) (???: 133 ??: 42,1%) ????? (???:122 ??:60,7%)"
2021/11/08 4:05:57 PM GMT+3,Bittermann,?,16,820,780,800,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,2,2,4,5,1,2,3,1,5,4,1,4,5,4,5,3,4,1,5,4,1,Brewmaster 50% Visage 41%  Elder Titan (5-4) 57%
2021/11/08 4:05:59 PM GMT+3,"3,14???? abuzer)))",?,17,~2100,1720,~4000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,5,1,1,1,1,1,2,5,5,1,1,1,3,3,4,5,3,5,1,5,"Pudge, 162 ???? , 50%; Sniper, 158 ???, 53%; Techies, 97 ???, 45%"
2021/11/08 4:06:05 PM GMT+3,????????? ??????,?,20,2200,1200,3000,20-30 ??? (?????? ???? ?? ????????? ???),2,3,5,4,2,5,4,4,5,4,2,1,1,3,4,3,3,5,3,3,1,2,"????????, 46 ???, 50%, ????, 26 ???, 75%, ?????????? 20 ???, 47%"
2021/11/08 4:06:06 PM GMT+3,adreamqqq,?,18,650,620,"1083,4 h ",6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,5,3,2,4,3,3,1,4,1,1,1,4,4,2,1,3,3,4,1,3,"????? 90 ???, 57.78% , ??? 47 ???, 63.83%, ??????? 40 ???, 35%( ??? ????? ??????, ?????? ?? ??? ?? ?????, ??? ?????? ?? ????) "
2021/11/08 4:06:09 PM GMT+3,VladMak,?,18,1450,610,779,1-5 ??? (?? ???????? ????? ???? ?????),2,1,3,4,1,1,3,3,2,5,1,2,1,5,5,5,1,3,1,5,3,2,"Lion 57 ??? 45.4%
Ursa 50 ??? 48.0%
Troll warlord 40 ??? 50%"
2021/11/08 4:06:17 PM GMT+3,Miriale Rosenford,?,23,1800,1500,1000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,3,3,1,3,3,5,3,4,2,1,1,1,2,5,2,4,3,4,2,1,"???????, 18 ???, 50%, ????? 17 ???, 58.85%, ????? ?????, 11 ???, 54.5%"
2021/11/08 4:06:19 PM GMT+3,Averett,?,19,2700,2400,3000,1-5 ??? (?? ???????? ????? ???? ?????),4,1,1,2,3,1,3,5,4,4,4,4,2,1,3,4,2,4,3,5,2,1,"????, 202, 56.44%. ?? 51, 68.33%. ??????, 70, 50%. ???? 63, 57%. ?????? 51, 55%."
2021/11/08 4:06:23 PM GMT+3,KOKOWÄÄH,?,18,3500,3200,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),5,3,5,5,4,3,5,5,1,5,1,1,1,5,5,5,4,5,5,5,3,4,"???????-600(60%), Axe-135(54),??-125(59)"
2021/11/08 4:06:28 PM GMT+3,????????,?,18,1500,1500,1667,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,2,5,4,2,4,3,4,2,4,1,1,1,3,4,3,3,4,4,5,2,3,"??????, 96 ???, 57%
?????, 66 ???, 51%
???????, 59 ???, 56%"
2021/11/08 4:06:29 PM GMT+3,fN9ne,?,17,2430,2260,4500,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,3,5,2,4,1,3,5,5,2,1,1,3,3,3,2,3,4,2,4,4,"????, 300 ???, 55%. ????-???, 120 ???, 64%. ????????, 100 ???, 65%."
2021/11/08 4:06:31 PM GMT+3,Jaime,?,21,4000,3690,7000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,3,3,2,1,3,2,2,4,5,4,1,1,1,2,3,2,1,4,1,2,4,"?????, 186, 56; ???? 177, 57; ???? 166,48."
2021/11/08 4:06:33 PM GMT+3,InFaked,?,16,2460,2410,1870,20-30 ??? (?????? ???? ?? ????????? ???),3,3,5,5,4,4,1,3,3,4,2,2,1,5,4,2,1,2,1,1,1,1,"??????, ?????????, ??????????."
2021/11/08 4:06:35 PM GMT+3,??????,?,19,5300,?? ????? ??? ???,7000,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,5,1,3,5,3,4,4,5,5,3,4,5,2,3,4,3,1,3,2,?????? 800 ??? 54% ?? ; ???? ?????? 620 ??? 62% ?? ; ?????? 450 ??? 55% ??
2021/11/08 4:06:36 PM GMT+3,Londus,?,16,1000,860,800,6-10 ??? (???? ???? ? ?????? ?????????-????),4,2,3,4,3,2,5,4,2,5,4,3,1,5,4,3,3,4,3,5,2,2,"????? 40 ???, 60% ???? 25, 57%"
2021/11/08 4:06:36 PM GMT+3,Aksel Fiziko,?,24,2520,2400,500,6-10 ??? (???? ???? ? ?????? ?????????-????),1,4,2,4,3,4,1,3,1,5,3,1,1,5,5,3,4,5,5,4,3,2,"?????, 287 ???, 56%
??, 69 ???, 62%
?????, 57 ???, 51%"
2021/11/08 4:06:48 PM GMT+3,ggwp,?,23,1900,1010,4000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,3,4,4,2,1,3,5,4,4,3,1,1,5,5,1,2,3,3,5,1,1,"????, 294 ???? 53%    ?????? ,119 ??? 49%, ??????? 85 ??? 45%."
2021/11/08 4:06:49 PM GMT+3,Grog,?,17,4700,4700,4000,"?????? 50 ??? (???? ???? ??? ILTW, ?????????? ?????? ???? ???-????)",4,3,4,2,4,4,2,5,2,2,4,4,4,2,2,1,4,1,4,1,4,2,"?????, 213 ???, ??????? 67% ??????, 187 ???, ??????? 61% ?? 80 ??? ??????? 69%"
2021/11/08 4:06:55 PM GMT+3,?????,?,15,1720,1620,1740,20-30 ??? (?????? ???? ?? ????????? ???),1,2,2,3,2,2,1,1,1,3,5,2,1,3,3,2,3,4,4,2,2,5,???? 80% 15 ???. ????????? 90% 15 ???
2021/11/08 4:06:57 PM GMT+3,raingod,?,16,400,300,450,6-10 ??? (???? ???? ? ?????? ?????????-????),2,3,4,4,3,4,2,3,2,4,3,2,1,2,3,3,2,4,3,4,3,4,"???????, 163 ???, 67% ????????, 83 ???, 58% ???? ???, 102 ????, 52% "
2021/11/08 4:06:57 PM GMT+3,Dibaff,?,25,3900,3150,5000-6000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,2,4,3,1,3,2,3,3,1,4,2,2,1,4,3,2,4,2,5,4,5,??????? 182 57.1 ???? 102 60.8 ????? 96 63.5 (???? ??? ??????? ?????? ???????)
2021/11/08 4:07:03 PM GMT+3,end_0ne,?,29,3800,3100,3000,1-5 ??? (?? ???????? ????? ???? ?????),2,1,2,4,1,2,1,5,1,4,2,2,1,2,4,3,3,3,3,4,2,2,"??????, ?????, ?????"
2021/11/08 4:07:04 PM GMT+3,1,?,19,5000,3700,4500,?????? 30 ??? (?? ????? ???????? ?????? ????),1,4,1,5,5,1,3,4,3,5,1,1,1,5,5,1,1,5,5,1,3,1,"invoker, 146, 60
huskar 137, 70
phantom assassin 85, 70"
2021/11/08 4:07:05 PM GMT+3,????????????????,?,17,1900,1810,576,6-10 ??? (???? ???? ? ?????? ?????????-????),2,1,2,1,4,2,5,3,1,5,5,2,1,1,4,2,3,5,3,2,2,1,"?????, 18,69%. ?????, 45, 43%. ???, 6,50%."
2021/11/08 4:07:07 PM GMT+3,Ultra ruyner,?,16,????? ?????,????? ?????,???????? 40,1-5 ??? (?? ???????? ????? ???? ?????),2,1,4,3,5,2,5,1,3,4,3,1,1,4,4,3,2,5,3,3,5,1,"Luna, 10, 50%. WR, 7, 45%. WK, 6, 50%."
2021/11/08 4:07:09 PM GMT+3,????,?,20,1200,800,486,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,1,1,1,3,4,1,3,3,1,1,1,4,3,1,3,5,4,2,1,"Ogre Magi, 220 ???, 57.7%
Abaddon, 41 ????, 56.1%
Witch Doctor, 27 ???, 44.4%"
2021/11/08 4:07:09 PM GMT+3,DeNi,?,20,3500,2000,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,4,3,3,3,2,2,1,1,4,3,1,1,5,4,3,3,4,4,1,4,3,"??????, 262 ????, 64%. ??????, 146 ????, 58%. ??????, 130 ????, 60%."
2021/11/08 4:07:12 PM GMT+3,Huskap,?,19,650,100,1500,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,4,4,3,2,1,5,2,4,4,3,2,1,2,4,2,2,2,5,2,2,3,"faceless void, 23 ????, 48%;ogre magi, 14, 43%;huskar, 11, 37%; ? ??????? ???????? ?????? ???? ????((("
2021/11/08 4:07:15 PM GMT+3,?????? ,?,18,1910,1460,2500,?????? 30 ??? (?? ????? ???????? ?????? ????),1,3,3,4,1,5,2,3,1,4,2,5,2,3,4,2,2,1,1,3,3,1,???? 150 ???? 64% ??????? 100 ???? 56% ????? ?????? 30 ???? 61%
2021/11/08 4:07:15 PM GMT+3,????? (??????? ? ???? - ??????? ??????),?,27,3890,"3890 (??????? ???? ?? ?????, ????? ??? ???????? ??? ?????)",11890 ????? ,?????? 30 ??? (?? ????? ???????? ?????? ????),5,3,3,5,1,1,5,5,1,5,1,1,1,5,5,3,2,4,1,5,4,1,"????, 1279 ???, 53,9%
??????, 621 ???, 53,1%
?????????, 439 ???, 50,8%"
2021/11/08 4:07:15 PM GMT+3,Asterix,?,18,2100,1500,1500,6-10 ??? (???? ???? ? ?????? ?????????-????),2,3,2,4,2,3,1,4,2,5,1,1,2,4,5,2,2,3,3,4,3,1,Meppo 96??? 47% dark seer 40 51% alchemist 150 45%
2021/11/08 4:07:16 PM GMT+3,??????????????,?,21,1400,1300,2300,1-5 ??? (?? ???????? ????? ???? ?????),1,2,4,5,1,3,1,5,4,4,3,2,1,4,5,4,2,5,3,4,2,2,"??? 400 56%
??????? 100 53%
??????? 70 57%"
2021/11/08 4:07:29 PM GMT+3,???i,?,16,660,600,+-620,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,3,2,1,2,4,5,3,4,4,1,1,3,2,1,1,5,3,2,2,3,"Skywrath Mage, 65 ???, 54%
Drow Ranger, 54 ????, 72%
Luna, 18 ???, 66% "
2021/11/08 4:07:32 PM GMT+3,????? ????,?,18,2100,2000,3000,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,1,3,1,5,3,4,3,3,2,2,3,5,5,3,3,4,1,5,2,1,"??, 200 ???, 61% 
?????, 150 ???, 55%
???????? ????, 160 ???, 58% "
2021/11/08 4:07:33 PM GMT+3,?????,?,17,4960,4520,4000,20-30 ??? (?????? ???? ?? ????????? ???),1,4,2,3,3,1,5,5,1,4,4,2,2,5,4,4,3,4,2,5,1,1,?????? 756 ??? 60% ??? ?????? 630 ??? 56% ?????? 390 ??? 61%
2021/11/08 4:07:41 PM GMT+3,seik,?,23,5770,5770,11k+,20-30 ??? (?????? ???? ?? ????????? ???),2,4,2,4,3,1,1,5,1,5,4,1,1,1,5,3,4,5,3,1,5,2,????-209-????-62% ????-376-????-52%  ???? 212-????58%
2021/11/08 4:07:43 PM GMT+3,forever young,?,22,2600,2450,4200,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,2,4,2,1,4,5,4,4,4,1,2,1,4,5,3,3,4,2,2,4,1,"1) ????????, 129 ???, 61.2% 2) ??, 101 ????, 56.4% 3) ??????????, 98 ???, 56.1%"
2021/11/08 4:07:56 PM GMT+3,Pulsar,?,22,2800,1800,6-7?,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,2,4,1,1,1,3,1,4,2,1,1,3,5,4,3,3,3,5,3,3,"????,  500+ ???, 55%; ??, 195 ???, 60%; ?????, 183 ????, 47% (?? ???? ????????? ???????? ???????????? ?? ???? ?? ??????? ?????, ? ????????? ???????? ?? ?????? ??? ?? ???????, ???-?? ???..) )"
2021/11/08 4:08:18 PM GMT+3,Vovfk,?,18,~1500,~600,2000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,1,4,3,3,4,2,3,5,4,3,1,1,5,5,3,2,3,4,5,2,3,"?????? 85 ??? 51,8% ?????? 81 ???? 63% ???????? 66 ??? 54,5%"
2021/11/08 4:08:19 PM GMT+3,????,?,14,500,200,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,3,2,3,2,2,2,3,2,5,3,1,1,5,5,1,3,1,4,3,1,5,???? ???? 70 ??? 66%
2021/11/08 4:08:23 PM GMT+3,Qquayyy,?,17,1790,1790,1400,6-10 ??? (???? ???? ? ?????? ?????????-????),1,3,3,4,1,4,5,5,3,4,3,2,2,2,4,3,3,4,2,4,4,4,"???????, 28 ???, 67.9%
?????, 22 ????, 68.2%
???????, 17 ???, 52.9%"
2021/11/08 4:08:24 PM GMT+3,????,?,16,500,460,900,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,4,5,3,1,2,5,1,3,4,2,4,2,2,4,2,1,2,3,5,2,5,"?????, 60 ???, 55%"
2021/11/08 4:08:26 PM GMT+3,??????,?,18,??????????,??????????,554,11-20 ??? (????? ?????? ???? ?? ????????? ???),2,1,2,3,2,1,2,4,1,4,5,1,1,5,4,5,1,1,2,1,1,3,"?????, 96 ???, 49%  ???, 51 ????, 58,8%  ?????, 18 ???, 44,4%"
2021/11/08 4:08:31 PM GMT+3,cheizzz,?,18,2800,2400,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),4,2,2,5,1,1,1,5,1,5,1,1,1,3,5,2,4,5,4,5,4,5,"????: 131 ????, 50.4%
????: 75 ???, 58.7%
????(??? ????): 67 ???, 56.7%"
2021/11/08 4:08:32 PM GMT+3,Aura,?,18,2000,1540,1000,20-30 ??? (?????? ???? ?? ????????? ???),1,2,4,5,3,1,5,5,3,5,1,1,1,5,5,2,1,2,1,4,1,2,"??????? 185(52,4),?????? 52(55,8),????? 32(54,5)."
2021/11/08 4:08:33 PM GMT+3,darknet,?,17,580,500,510,20-30 ??? (?????? ???? ?? ????????? ???),5,4,5,4,2,1,1,5,5,4,1,4,2,1,4,3,5,5,5,5,5,3,"Dark Willow, 178 ???, 57.9%; Windranger, 38 ???, 57.9%; Skywrath Mage, 53.8%"
2021/11/08 4:08:34 PM GMT+3,V,?,22,1680,1630,1100,"?????? 50 ??? (???? ???? ??? ILTW, ?????????? ?????? ???? ???-????)",1,4,4,5,1,3,3,4,4,5,4,1,1,5,5,3,3,5,2,1,2,2,"Chaos knight 60.3% 126 ???, ?? 113 ??? 50.4%, ????? 108 ??? 60.2%"
2021/11/08 4:09:04 PM GMT+3,.....,?,32,5640,5640,? 15 ??? ? ?????? ????. ,11-20 ??? (????? ?????? ???? ?? ????????? ???),3,2,4,5,1,4,5,5,5,5,2,5,4,2,5,2,4,3,5,1,5,1,????? 60%
2021/11/08 4:09:13 PM GMT+3,Danivanig,?,23,2980,2940,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,2,4,1,3,2,4,4,4,5,4,2,4,4,2,4,4,1,5,1,3,"Io - 568 ???, 56%
Pugna - 102 ????, 58.8%
CM - 82 ????, 58.5%

?.?. ?? ?????? ????? ???????. ??? ???? ????? ? ??????? ????? ? ?????."
2021/11/08 4:09:17 PM GMT+3,TooMan,?,16,2600,2300,2000,11-20 ??? (????? ?????? ???? ?? ????????? ???),4,2,1,2,1,2,1,5,1,3,4,5,1,3,3,4,2,5,4,3,5,2,"???????: 220 ???, 43%; ??: 201 ????, 62%; ?????: 130 ???, 63%"
2021/11/08 4:09:18 PM GMT+3,awayio,?,20,3100,2500,7000,?????? 30 ??? (?? ????? ???????? ?????? ????),2,4,3,2,3,4,1,4,3,4,4,1,1,4,3,2,3,3,2,5,3,3,"??(541,52,9% ), ?? (343, 47,2%), ??? (281, 52,3%)"
2021/11/08 4:09:30 PM GMT+3, salmon,?,26,3?,"1,3?","2? ? ?????, ?? ??? ??????? ? ?????? ??????? ???????? ???? ? ???? ????????. ",1-5 ??? (?? ???????? ????? ???? ?????),1,1,2,3,1,1,3,2,3,4,2,1,1,2,3,3,2,3,3,2,2,3,"Morphling, 204, 52%; Medusa, 55, 67%; Bristleback, 46, 50%"
2021/11/08 4:09:46 PM GMT+3,?????? ??????,?,25,1550,1430,506,1-5 ??? (?? ???????? ????? ???? ?????),1,1,1,4,1,1,1,2,1,4,3,1,1,2,4,3,2,3,3,2,1,4,"1. Legion Commander, 20 ???, 30% ???????
2. Wraith King, 17 ???, 53% ???????
3. Bristleback, 17 ???, 65% ???????"
2021/11/08 4:09:52 PM GMT+3,Capuzin,?,14 ???,??????????,??????????,600 ?????,20-30 ??? (?????? ???? ?? ????????? ???),1,3,2,4,3,1,1,5,3,4,2,2,2,4,4,2,3,4,3,1,3,3,"????, 60 ??? 61% ; ??????, 35, ??? 60% ; ?????, 12 ???, 58%"
2021/11/08 4:09:52 PM GMT+3,zabivmeister,?,20,2400,1790,1500,6-10 ??? (???? ???? ? ?????? ?????????-????),3,1,2,4,2,1,2,3,4,4,2,2,1,4,5,2,3,4,4,3,5,4,"???? ???, 29 ???, 55%
???, 28 ???, 71%
??, 18 ???, 67 %


?????? ? ???? ??? ???? ????????? ????????? ?? ?????, ??????? ?? ???????? ????? ????????? ???????????? ???-?? ??? ?? ??????"
2021/11/08 4:09:55 PM GMT+3,polo,?,14,??????,??????,800,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,2,2,5,3,5,1,5,1,4,3,5,5,1,3,5,3,5,4,5,5,4,??? ??????
2021/11/08 4:10:11 PM GMT+3,NotHuman,?,26,3000,2500,2850,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,3,4,1,3,1,2,3,4,2,1,1,4,4,3,3,4,3,4,4,2,"Rubick 270 44.81%
Visage 134 57.5%
Queen of Pain 95 53.68%
Vengeful Spirit 66 48.48%"
2021/11/08 4:10:19 PM GMT+3,????,?,17,500,500,127,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,5,2,5,4,1,1,1,5,5,2,5,1,3,5,3,5,1,1,5,1,?????? ?????? ????? 100 ??? ??????? 68 ?????????
2021/11/08 4:10:37 PM GMT+3,eD in saDICK,?,15,??? 100 ????? ?? ??????? ,??? 100 ????? ?? ??????? ,600,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,4,1,3,1,2,1,1,3,3,3,3,1,1,4,5,1,4,1,5,1,3,Monkey King 30 ??? 66%
2021/11/08 4:10:49 PM GMT+3,????,?,18,2130,2110,2440,6-10 ??? (???? ???? ? ?????? ?????????-????),3,4,3,4,2,3,2,4,5,4,4,3,2,3,5,3,2,2,1,4,2,3,"?????, 102 ????, 48%; 
???????????, 45 ???, 55%;
??????, 45 ???, 66%"
2021/11/08 4:10:55 PM GMT+3,Ima Maeve,?,18,1000,960,1500,20-30 ??? (?????? ???? ?? ????????? ???),1,1,2,5,3,5,5,5,4,5,1,5,1,4,4,3,2,4,1,4,2,5,"????, 176 ???, 54%
?????, 84 ???, 72%
???????????, 80 ???, 68%"
2021/11/08 4:10:56 PM GMT+3,MORGENSHTERN,?,12,?????? ????? 2 ???-??,?????? 4 ?? ????? ?? 4? ?????,5?,6-10 ??? (???? ???? ? ?????? ?????????-????),5,3,4,3,1,5,1,5,1,1,2,2,4,3,5,1,5,5,5,5,5,5,?????? ????? ???????? ???? ?????? ? ?????? ??? 100 ???. ?? ???? ???????? 50 ??????? ???-?? 80. ?? 10 ??????? 50 ??????? 5 ??????? 90
2021/11/08 4:10:57 PM GMT+3,??????,?,19,3700,3400,3000,11-20 ??? (????? ?????? ???? ?? ????????? ???),1,1,2,4,1,1,2,2,1,4,3,1,1,1,2,1,1,2,3,2,1,3,"?????? ??????????? ????:
????, 96 ???, 59%
?????, 74 ????, 54%
Bloodseeker, 53 ????, 62%

??? ???? ?? ????????:
????, 219 ???, 56%
Bloodseeker, 88 ???, 61%
?????, 86 ???, 52%"
2021/11/08 4:10:58 PM GMT+3,IMMORTAL,?,28,4000,2000,5000,11-20 ??? (????? ?????? ???? ?? ????????? ???),5,5,1,5,5,1,1,5,5,5,1,1,1,5,5,5,3,3,5,5,1,5,"Abaddon - 500 ??? ??????? 66%, Spectre- 5000+ ??? ??????? 51%, Tidehunter- 400 ??? ??????? 49%"
2021/11/08 4:11:02 PM GMT+3,Yoka,?,21,1500,1180,3135,6-10 ??? (???? ???? ? ?????? ?????????-????),2,2,3,1,1,3,2,1,2,1,4,3,2,1,2,2,3,4,3,4,3,3,"?? ??????? ????? ? ????? ? ?????, ?? ?.?. ??? ?? ???????????? ? ??????????... ?????, 49 ??? ?? ??????? ???????, 55%, ?????, 48 ???, 69%, ??????, 40 ???, 40% (?????? ????? ? ????, ?? ??????? ??????? ??????)"
2021/11/08 4:11:05 PM GMT+3,Affection,?,20,4700,4330,4000,6-10 ??? (???? ???? ? ?????? ?????????-????),1,2,3,5,2,4,5,3,3,5,4,4,2,4,4,2,3,5,5,3,4,1,Involer 500 55%; Mirana 400 68%; Pudge 400 58%
